CGID,Street,Hundred Block,Length (Ft),Width (Ft),Area (yds2),SurfType,Class,% Curbed,Original PCI,Est 2012 PCI
2606,CLEAR LAKE RD,0,90,40,400,AC,ART,0,88.4,71.46
3021,CLEAR LAKE RD,1200,1029,35,4001.666667,AC,COL,100,75.9,60.32
413,CLEBURNE AVE,100,1980,35,7700,AC,COL,0,69.1,53.98
344,CLEVELAND AVE,300,629,30,2096.666667,AC,LOC,62.8,74.8,61.16
346,CLEVELAND AVE,200,348,30,1160,AC,LOC,100,65.2,52.76
2199,CLIFF VIEW CT,3300,401,30,1336.666667,AC,LOC,0,93.6,87.57
2198,CLIFF VIEW DR,3400,326,30,1086.666667,AC,LOC,0,94.6,88.57
2193,CLIFF VIEW LOOP,3400,585,30,1950,AC,LOC,49.4,95.7,89.67
2190,CLIFF VIEW LP,3500,542,30,1806.666667,AC,LOC,100,86.3,73.87
2192,CLIFF VIEW LP,3400,453,30,1510,AC,LOC,100,93.4,87.37
2209,CLIFF VIEW LP,3500,434,30,1446.666667,AC,LOC,100,93.4,87.37
2211,CLIFF VIEW LP,3500,493,30,1643.333333,AC,LOC,100,96.6,90.57
2214,CLIFF VIEW LP,3600,1266,30,4220,AC,LOC,100,91.4,85.37
2215,CLIFF VIEW LP,3700,1072,30,3573.333333,AC,LOC,100,91.7,85.67
155,CLINTON ST,100,299,30,996.6666667,AC,LOC,100,62,49.68
157,CLINTON ST,300,526,30,1753.333333,AC,LOC,96,0,0
158,CLINTON ST,200,588,30,1960,AC,LOC,87.5,33.2,25.82
1384,COLLEGE AVE,200,350,30,1166.666667,AC,LOC,100,95.4,89.37
1385,COLLEGE AVE,100,352,30,1173.333333,AC,LOC,100,94.9,88.87
1386,COLLEGE AVE,100,226,30,753.3333333,AC,LOC,100,82.6,68.36
1567,COLLEGE AVE,300,636,30,2120,AC,LOC,100,84.6,70.36
1232,COLLEGE PARK DR,0,1189,40,5284.444444,AC,ART,100,81.5,90.73
1233,COLLEGE PARK DR,200,2595,40,11533.33333,AC,ART,100,66.6,97.63
210,COLUMBIA ST,200,351,30,1170,AC,LOC,100,38.7,31.32
211,COLUMBIA ST,300,357,30,1190,AC,LOC,100,40.7,33
212,COLUMBIA ST,300,283,30,943.3333333,AC,LOC,100,40.6,32.9
213,COLUMBIA ST,400,448,30,1493.333333,AC,LOC,100,50.8,38.48
214,COLUMBIA ST,500,451,30,1503.333333,AC,LOC,100,48.2,37.42
215,COLUMBIA ST,600,426,30,1420,AC,LOC,100,47,36.22
319,COLUMBIA ST,100,347,30,1156.666667,AC,LOC,100,42,33.53
320,COLUMBIA ST,100,230,30,766.6666667,AC,LOC,100,46.6,35.82
867,COLUMBIA ST,800,249,30,830,AC,LOC,0,0,0
1368,COLUMBIA ST,100,352,30,1173.333333,AC,LOC,100,39.1,31.72
1369,COLUMBIA ST,200,351,30,1170,AC,LOC,100,21,13.62
1370,COLUMBIA ST,300,625,30,2083.333333,AC,LOC,100,21,13.62
1568,COLUMBIA ST,500,465,30,1550,AC,LOC,0,0,0
1574,COLUMBIA ST,1000,631,30,2103.333333,AC,LOC,0,60.9,48.58
1608,COLUMBIA ST,0,174,30,580,AC,LOC,100,55.7,43.38
1609,COLUMBIA ST,0,162,30,540,AC,LOC,100,71.2,57.86
1792,COLUMBIA ST,100,222,30,740,AC,LOC,56.5,49.9,38.35
1535,COMMON ST,500,239,30,796.6666667,AC,LOC,100,48.4,37.62
1539,COMMON ST,0,132,30,440,AC,LOC,0,12.2,4.82
1540,COMMON ST,600,325,30,1083.333333,AC,LOC,100,8.4,1.02
1542,COMMON ST,700,468,30,1560,AC,LOC,74.6,19.3,11.92
1553,COMMON ST,800,463,30,1543.333333,AC,LOC,0,18.5,11.12
2235,COPPER FIELD CT,100,221,30,736.6666667,AC,LOC,100,76,62.06
2330,COTTONWOOD ST,100,570,30,1900,AC,LOC,100,85.3,71.59
2015,COUNTRY BROOK CT,100,197,30,656.6666667,AC,LOC,100,85.9,73.47
2014,COUNTRY BROOK DR,0,234,30,780,AC,LOC,100,42.2,33.73
2017,COUNTRY BROOK DR,0,349,30,1163.333333,AC,LOC,100,87.9,78.03
2019,COUNTRY BROOK DR,0,726,30,2420,AC,LOC,100,77.2,62.96
2022,COUNTRY BROOK DR,0,157,30,523.3333333,AC,LOC,100,68.6,55.56
2025,COUNTRY BROOK DR,2100,879,30,2930,AC,LOC,100,88.9,80.31
2030,COUNTRY BROOK DR,2300,319,30,1063.333333,AC,LOC,100,93.2,87.17
2023,COUNTRYSIDE CT,100,384,30,1280,AC,LOC,100,80.1,65.86
3300,COUNTY BROOK DR,2400,333,30,1110,AC,LOC,37,93,86.97
176,COUTS ST,200,350,35,1361.111111,AC,COL,100,63.15,48.58
177,COUTS ST,300,279,35,1085,AC,COL,100,77.2,61.39
178,COUTS ST,400,457,35,1777.222222,AC,COL,100,58.45,43.88
179,COUTS ST,500,443,35,1722.777778,AC,COL,100,40.9,32.45
181,COUTS ST,600,624,35,2426.666667,AC,COL,100,32,23.98
182,COUTS ST,700,301,35,1170.555556,AC,COL,100,61.3,46.73
183,COUTS ST,800,456,35,1773.333333,AC,COL,100,60.35,45.78
184,COUTS ST,900,458,35,1781.111111,AC,COL,100,72.85,57.5
185,COUTS ST,1000,426,35,1656.666667,AC,COL,100,73.15,57.8
309,COUTS ST,100,567,35,2205,AC,COL,100,72.9,57.55
329,COUTS ST,300,305,35,1186.111111,AC,COL,100,60.95,46.38
330,COUTS ST,300,47,30,156.6666667,AC,LOC,100,36.85,29.47
1578,COYOTE RUN,100,805,30,2683.333333,AC,LOC,88,90.8,84.77
2194,CREEK CROSSING DR,0,658,30,2193.333333,AC,LOC,100,87.6,77.73
2205,CREEK CROSSING DR,0,578,30,1926.666667,AC,LOC,82.6,94.4,88.37
2206,CREEK CROSSING DR,0,107,30,356.6666667,AC,LOC,100,94,87.97
2207,CREEK CROSSING DR,0,51,30,170,AC,LOC,100,82,67.76
2039,CREEK SIDE DR,2200,661,30,2203.333333,AC,LOC,100,91,84.97
2873,CROW AVE,500,490,30,1633.333333,AC,LOC,0,87.5,77.63
1253,CURTIS DR,1100,580,30,1933.333333,AC,LOC,100,86.7,75.55
1259,CURTIS DR,0,683,30,2276.666667,AC,LOC,85.7,89.8,82.49
1262,CURTIS DR,1300,321,30,1070,AC,LOC,100,83.5,69.26
2100,CYNTHIA LN,100,645,30,2150,AC,LOC,100,86.8,75.65
1616,CYPRESS ST,1400,362,30,1206.666667,AC,LOC,0,59.4,86.75
1587,DALHART CT,300,155,30,516.6666667,AC,LOC,100,75.8,61.86
1583,DALHART DR,300,287,30,956.6666667,AC,LOC,100,93,86.97
1584,DALHART DR,300,323,30,1076.666667,AC,LOC,100,93.7,87.67
1586,DALHART DR,300,307,30,1023.333333,AC,LOC,100,93,86.97
30,DALLAS AVE,100,223,30,743.3333333,AC,LOC,100,71.2,57.86
122,DALLAS AVE,200,351,30,1170,AC,LOC,100,32.2,24.82
123,DALLAS AVE,300,549,30,1830,AC,LOC,92,23,15.62
141,DALLAS AVE,100,352,30,1173.333333,AC,LOC,100,70.4,57.06
1870,DALTON ST,700,663,30,2210,AC,LOC,14,40.2,32.5
255,DAVIS ST,100,579,30,1930,AC,LOC,100,23.7,16.32
257,DAVIS ST,200,351,30,1170,AC,LOC,100,34.5,27.12
258,DAVIS ST,300,313,30,1043.333333,AC,LOC,100,51.7,39.38
259,DAVIS ST,300,324,30,1080,AC,LOC,100,64.2,51.88
260,DAVIS ST,400,360,30,1200,AC,LOC,100,37,29.62
262,DAVIS ST,500,292,30,973.3333333,AC,LOC,100,40.2,32.5
263,DAVIS ST,600,242,30,806.6666667,AC,LOC,100,32.6,25.22
673,DAVIS ST,700,276,30,920,AC,LOC,100,63.3,50.98
1931,DAWN CR,100,548,25,1522.222222,AC,RUR,0,81.05,66.81
1932,DAWN CR,100,479,25,1330.555556,AC,RUR,0,69.55,56.51
2080,DE LA CRUZ DR,200,1916,35,7451.111111,AC,COL,0,87.8,76.37
2081,DE LA CRUZ DR,300,1280,35,4977.777778,AC,COL,0,85.3,69.82
2689,DE LA CRUZ ST,600,707,35,2749.444444,AC,COL,0,79.7,63.66
2690,DE LA CRUZ ST,500,368,35,1431.111111,AC,COL,0,83.5,67.46
2691,DE LA CRUZ ST,700,793,35,3083.888889,AC,COL,0,84.65,68.61
2099,DEANNA LN,100,667,30,2223.333333,AC,LOC,100,89.8,82.49
2029,DEERWOOD CT,2100,499,30,1663.333333,AC,LOC,100,88.3,79.71
1464,DENTON RD,100,499,30,1663.333333,AC,LOC,100,91.8,85.77
1470,DENTON RD,100,254,30,846.6666667,AC,LOC,100,92.5,86.47
1481,DENTON RD,200,494,30,1646.666667,AC,LOC,100,94.9,88.87
1483,DENTON RD,300,831,30,2770,AC,LOC,88.3,90.3,84.27
1559,DENTON RD,300,1965,35,7641.666667,AC,COL,36.9,64,49.43
1465,DENTON ST,100,358,30,1193.333333,AC,LOC,0,31.3,23.92
1468,DENTON ST,200,184,30,613.3333333,AC,LOC,100,79.9,73.34
1469,DENTON ST,200,437,30,1456.666667,AC,LOC,20.8,62.9,50.58
534,DIRKSON ST,1200,949,30,3163.333333,AC,LOC,51.7,29.9,22.52
547,DIRKSON ST,1100,542,30,1806.666667,AC,LOC,100,28.1,20.72
802,DIRKSON ST,0,150,30,500,AC,LOC,100,11,3.62
860,DUBELLETT ST,200,255,30,850,AC,LOC,0,59,46.68
97,DUBELLETTE ST,200,352,30,1173.333333,AC,LOC,0,12.3,4.92
98,DUBELLETTE ST,300,552,30,1840,AC,LOC,100,0,0
126,DUBELLETTE ST,100,659,30,2196.666667,AC,LOC,100,28.6,21.22
279,DUBELLETTE ST,100,484,30,1613.333333,AC,LOC,100,63.1,50.78
1537,DUKE ST,900,486,30,1620,AC,LOC,59.5,16.8,9.42
1548,DUKE ST,600,564,30,1880,AC,LOC,64.3,36.45,29.07
1824,DUKE ST,1000,898,30,2993.333333,AC,LOC,11.1,54.8,42.48
1825,DUKE ST,1200,338,30,1126.666667,AC,LOC,100,11.2,3.82
1826,DUKE ST,1200,228,30,760,AC,LOC,100,13.9,6.52
1827,DUKE ST,0,315,30,1050,AC,LOC,100,28.6,21.22
1828,DUKE ST,0,314,30,1046.666667,AC,LOC,100,45.7,35.69
487,EAST VIEW DR,1300,921,30,3070,AC,LOC,100,69.9,56.86
503,EAST VIEW DR,1400,1384,30,4613.333333,AC,LOC,100,85,70.76
588,EDGE HILL CT,100,486,30,1620,AC,LOC,100,56.3,43.98
1509,EDNA ST,100,601,30,2003.333333,AC,LOC,100,23.95,16.57
1516,EDNA ST,200,340,30,1133.333333,AC,LOC,100,32.85,25.47
1521,EDNA ST,300,590,30,1966.666667,AC,LOC,67,27.95,20.57
1528,EDNA ST,400,641,30,2136.666667,AC,LOC,45.5,45.3,35.29
1536,EDNA ST,500,225,30,750,AC,LOC,46.9,92.5,86.47
1837,EIGHTH ST,100,518,30,1726.666667,AC,LOC,21.1,21.6,87.16
1838,EIGHTH ST,200,615,30,2050,AC,LOC,100,62.9,88.16
1839,EIGHTH ST,300,459,30,1530,AC,LOC,14.3,74.7,88.16
1840,EIGHTH ST,400,425,30,1416.666667,AC,LOC,24.2,80.4,87.16
1729,EL COLINA,100,1082,25,3005.555556,AC,RUR,0,62.2,49.88
541,ELAINE ST,1400,290,30,966.6666667,AC,LOC,100,23.4,16.02
542,ELAINE ST,1500,295,30,983.3333333,AC,LOC,100,26.6,19.22
543,ELAINE ST,1500,119,30,396.6666667,AC,LOC,100,30.2,22.82
544,ELAINE ST,1600,170,30,566.6666667,AC,LOC,100,30.2,22.82
549,ELAINE ST,1300,409,30,1363.333333,AC,LOC,100,24.5,17.12
490,ELIZABETH PL,600,365,30,1216.666667,AC,LOC,100,91,84.97
1207,ELM ST,1500,438,30,1460,AC,LOC,100,84.3,70.06
1208,ELM ST,1400,491,30,1636.666667,AC,LOC,96.8,55.5,43.18
1335,ELM ST,900,641,30,2136.666667,AC,LOC,100,48.2,37.42
1346,ELM ST,800,511,35,1987.222222,AC,COL,38.2,78.8,62.76
1396,ELM ST,100,350,35,1361.111111,AC,COL,100,80,63.96
1397,ELM ST,200,351,35,1365,AC,COL,100,78.5,62.69
1398,ELM ST,300,636,35,2473.333333,AC,COL,100,89.6,79.52
1399,ELM ST,0,388,35,1508.888889,AC,COL,75.4,74.7,59.12
1400,ELM ST,500,255,35,991.6666667,AC,COL,0,71.1,55.75
1438,ELM ST,0,261,40,1160,AC,ART,100,66.4,47.78
1440,ELM ST,100,354,35,1376.666667,AC,COL,100,83.4,67.36
1441,ELM ST,300,309,35,1201.666667,AC,COL,100,71.6,56.25
1442,ELM ST,400,714,35,2776.666667,AC,COL,100,74.3,58.72
1502,ELM ST,500,538,35,2092.222222,AC,COL,100,88.8,77.37
1507,ELM ST,600,368,35,1431.111111,AC,COL,100,92.3,84.92
1508,ELM ST,700,428,35,1664.444444,AC,COL,100,93.3,85.92
1510,ELM ST,800,264,35,1026.666667,AC,COL,100,95.3,87.92
1513,ELM ST,900,472,35,1835.555556,AC,COL,100,93.4,86.02
1795,ELM ST,0,226,35,878.8888889,AC,COL,56.5,68.3,53.41
1798,ELM ST,0,222,35,863.3333333,AC,COL,44.8,79.1,63.06
1812,ELM ST,1000,490,35,1905.555556,AC,COL,100,89.7,79.62
1813,ELM ST,1000,482,35,1874.444444,AC,COL,100,89.9,79.82
1814,ELM ST,1200,479,35,1862.777778,AC,COL,100,84.1,68.06
1815,ELM ST,1300,475,35,1847.222222,AC,COL,100,75.7,60.12
1816,ELM ST,1400,480,35,1866.666667,AC,COL,100,79.2,63.16
1817,ELM ST,1500,475,35,1847.222222,AC,COL,100,93.7,86.32
1818,ELM ST,1600,472,35,1835.555556,AC,COL,0,87.3,74.52
3360,ELM ST,600,279,35,1085,AC,COL,0,80,63.96
3361,ELM ST,700,279,35,1085,AC,COL,0,73.9,58.32
221,ELMIRA ST,1100,367,30,1223.333333,AC,LOC,100,95,90.1
348,ELMIRA ST,1100,198,30,660,AC,LOC,100,87.1,75.95
3097,ELMIRA ST,1200,516,30,1720,AC,LOC,5.7,72,58.66
3098,ELMIRA ST,1200,220,30,733.3333333,AC,LOC,100,69.8,56.76
3283,EMILIE CT,0,326,30,1086.666667,AC,LOC,100,62.3,56.59
1450,ESTEL ST,600,560,30,1866.666667,AC,LOC,82,48.3,37.52
1451,ESTEL ST,700,211,30,703.3333333,AC,LOC,100,10.9,3.52
1482,ESTEL ST,800,606,30,2020,AC,LOC,27.1,5.2,0
1328,EUREKA ST,900,1361,30,4536.666667,AC,LOC,85.1,34.1,97.77
1336,EUREKA ST,100,302,40,1342.222222,AC,ART,96.8,69.8,50.63
1337,EUREKA ST,100,171,40,760,AC,ART,100,79.3,59.03
1338,EUREKA ST,200,658,40,2924.444444,AC,ART,100,78.3,58.03
1340,EUREKA ST,300,191,40,848.8888889,AC,ART,71.7,93.4,83.78
1341,EUREKA ST,300,153,30,510,AC,LOC,100,67.1,54.36
1342,EUREKA ST,300,293,40,1302.222222,AC,ART,100,91.9,80.45
1343,EUREKA ST,400,684,40,3040,AC,ART,100,92.7,81.25
1344,EUREKA ST,700,748,40,3324.444444,AC,ART,100,73.1,53.38
1785,EUREKA ST,0,784,40,3484.444444,AC,ART,100,83.7,62.33
2210,EVERGREEN TR,200,787,30,2623.333333,AC,LOC,87.7,90.7,84.67
1863,FEGAN ST,500,484,30,1613.333333,AC,LOC,100,33.5,26.12
1865,FEGAN ST,600,291,30,970,AC,LOC,100,18.4,11.02
433,FIFTH ST,100,514,30,1713.333333,AC,LOC,0,67.2,86.9
441,FIFTH ST,200,522,30,1740,AC,LOC,74.1,71,86.9
448,FIFTH ST,300,437,30,1456.666667,AC,LOC,100,74.1,86.9
1850,FIFTH ST,200,480,30,1600,AC,LOC,100,20.9,13.52
1851,FIFTH ST,300,489,30,1630,AC,LOC,0,18.6,11.22
1852,FIFTH ST,400,467,30,1556.666667,AC,LOC,11.1,17.6,10.22
1853,FIFTH ST,500,168,30,560,AC,LOC,0,15.1,7.72
1864,FIFTH ST,500,457,30,1523.333333,AC,LOC,77.4,21.6,14.22
1866,FIFTH ST,600,289,30,963.3333333,AC,LOC,100,2.1,0
2611,FIFTH ST,100,616,30,2053.333333,AC,LOC,100,34.2,26.82
25,FIRST ST,100,525,35,2041.666667,AC,COL,100,78,86.21
26,FIRST ST,200,512,35,1991.111111,AC,COL,100,80.3,86.21
31,FIRST ST,300,419,35,1629.444444,AC,COL,100,83.1,86.21
32,FIRST ST,300,270,35,1050,AC,COL,30.2,79.6,86.21
1512,FIRST ST,100,603,35,2345,AC,COL,100,71.6,95.59
1519,FIRST ST,200,486,35,1890,AC,COL,100,65.2,92.32
1520,FIRST ST,300,442,35,1718.888889,AC,COL,100,64.3,92.32
1524,FIRST ST,400,649,35,2523.888889,AC,COL,31.3,72.5,57.15
1525,FIRST ST,500,239,35,929.4444444,AC,COL,0,76.9,61.09
1538,FIRST ST,600,455,35,1769.444444,AC,COL,0,73.8,58.22
1543,FIRST ST,700,470,35,1827.777778,AC,COL,63.8,78.4,62.59
1558,FIRST ST,800,468,35,1820,AC,COL,100,85.1,69.62
1561,FIRST ST,900,646,35,2512.222222,AC,COL,57.1,48.6,36.07
1562,FIRST ST,1000,1330,35,5172.222222,AC,COL,10,70.3,55.18
2182,FOOT HILLS DR,0,1332,30,4440,AC,LOC,100,94.8,88.77
2196,FOOT HILLS DR,0,576,30,1920,AC,LOC,100,95.3,89.27
2197,FOOT HILLS DR,0,405,30,1350,AC,LOC,100,85,70.76
2200,FOOT HILLS DR,0,228,30,760,AC,LOC,100,72.3,58.96
2201,FOOT HILLS DR,0,400,30,1333.333333,AC,LOC,100,91.3,85.27
2203,FOOT HILLS DR,0,776,30,2586.666667,AC,LOC,100,95.2,89.17
2009,FOREST GLEN CT,100,828,25,2300,AC,RUR,0,89,80.41
2007,FOREST GLEN LN,1900,616,25,1711.111111,AC,RUR,0,86.7,75.55
2008,FOREST GLEN LN,1900,1178,25,3272.222222,AC,RUR,0,72,58.66
2229,FOREST PARK DR,1000,961,30,3203.333333,AC,LOC,100,92.1,86.07
2230,FOREST PARK DR,0,289,30,963.3333333,AC,LOC,100,87.6,77.73
2232,FOREST PARK DR,1100,817,30,2723.333333,AC,LOC,100,90.9,84.87
2233,FOREST PARK DR,1100,829,30,2763.333333,AC,LOC,100,89.8,82.49
2236,FOREST PARK DR,1200,924,30,3080,AC,LOC,100,91.5,85.47
2222,FORREST PARK DR,1100,159,30,530,AC,LOC,100,92.8,86.77
2223,FORREST PARK DR,1200,475,30,1583.333333,AC,LOC,100,89.4,82.09
1775,FOSSIL HILL RD,0,665,25,1847.222222,AC,RUR,0,46.6,35.82
2607,FOSSIL HILL RD,0,536,25,1488.888889,AC,RUR,0,37.1,29.72
1234,FOSTER LN,1300,431,40,1915.555556,AC,ART,100,30.1,95.48
1235,FOSTER LN,900,932,40,4142.222222,AC,ART,100,75.4,96.08
1236,FOSTER LN,1100,311,40,1382.222222,AC,ART,100,65.4,95.78
1237,FOSTER LN,1200,268,40,1191.111111,AC,ART,100,67.5,95.78
1238,FOSTER LN,1200,236,40,1048.888889,AC,ART,100,72.7,96.08
1239,FOSTER LN,1200,281,40,1248.888889,AC,ART,100,45.7,94.88
1240,FOSTER LN,1300,344,40,1528.888889,AC,ART,100,15.4,96.08
2184,FOUR TREES DR,3600,767,30,2556.666667,AC,LOC,100,89.6,82.29
2186,FOUR TREES DR,3600,380,30,1266.666667,AC,LOC,100,94.5,88.47
2187,FOUR TREES DR,3500,358,30,1193.333333,AC,LOC,100,92.2,86.17
2188,FOUR TREES DR,3500,788,30,2626.666667,AC,LOC,100,93.5,87.47
2191,FOUR TREES DR,3400,667,30,2223.333333,AC,LOC,100,89.9,82.59
2202,FOUR TREES DR,0,187,30,623.3333333,AC,LOC,100,75.2,61.26
1854,FOURTH ST,100,611,40,2715.555556,AC,ART,91.8,61.6,43.76
1855,FOURTH ST,200,479,40,2128.888889,AC,ART,100,62.2,44.36
1856,FOURTH ST,300,487,40,2164.444444,AC,ART,79.5,61.6,43.76
1857,FOURTH ST,400,314,40,1395.555556,AC,ART,100,90.4,77.12
1858,FOURTH ST,0,164,40,728.8888889,AC,ART,100,57.1,39.26
1859,FOURTH ST,500,359,40,1595.555556,AC,ART,100,56.5,38.66
1860,FOURTH ST,500,110,40,488.8888889,AC,ART,100,62.2,44.36
1861,FOURTH ST,600,304,40,1351.111111,AC,ART,100,26.3,15.58
1862,FOURTH ST,700,610,40,2711.111111,AC,ART,100,29.5,18.78
112,FRANKLIN ST,0,1215,35,4725,AC,COL,0,88.9,91.26
113,FRANKLIN ST,900,478,35,1858.888889,AC,COL,100,82.9,86.76
437,FRANKLIN ST,1000,476,35,1851.111111,AC,COL,100,84.1,88.76
438,FRANKLIN ST,1100,478,35,1858.888889,AC,COL,100,77.9,86.76
439,FRANKLIN ST,1200,474,35,1843.333333,AC,COL,100,79.4,85.76
440,FRANKLIN ST,1300,503,35,1956.111111,AC,COL,76.9,77.9,85.98
449,FRANKLIN ST,1400,466,35,1812.222222,AC,COL,0,73.9,97.71
453,FRANKLIN ST,1500,475,35,1847.222222,AC,COL,0,77.5,97.71
454,FRANKLIN ST,1600,503,35,1956.111111,AC,COL,77.4,76,60.42
1490,FRONT ST,500,476,35,1851.111111,AC,COL,100,94.7,87.32
1492,FRONT ST,400,623,35,2422.777778,AC,COL,100,93.8,86.42
1498,FRONT ST,300,597,35,2321.666667,AC,COL,100,91.5,84.12
1499,FRONT ST,200,342,35,1330,AC,COL,100,87.3,74.52
1504,FRONT ST,100,607,35,2360.555556,AC,COL,100,65.5,97.71
2918,FRONT ST,0,1431,35,5565,AC,COL,100,91.9,84.52
508,GARNER RD,100,690,35,2683.333333,AC,COL,57.5,80.7,64.66
509,GARNER RD,300,615,35,2391.666667,AC,COL,100,61.5,46.93
510,GARNER RD,400,465,35,1808.333333,AC,COL,71.5,55.7,41.13
512,GARNER RD,500,583,35,2267.222222,AC,COL,60.1,44.6,34.11
679,GARNER RD,0,242,35,941.1111111,AC,COL,0,60.5,45.93
570,GLENN DR,400,777,30,2590,AC,LOC,100,91.6,85.57
572,GLENN DR,300,114,30,380,AC,LOC,100,34.6,27.22
688,GLORYLAND RD,200,501,30,1670,AC,LOC,0,72.5,59.16
567,GOLF VIEW CIR,100,305,30,1016.666667,AC,LOC,100,35.1,27.72
1884,GRACE ST,1200,552,30,1840,AC,LOC,82,80.4,66.16
1922,GRANT DR,100,1899,25,5275,AC,RUR,0,88.95,80.36
1923,GRANT DR,100,383,25,1063.888889,AC,RUR,0,84.4,70.16
1925,GRANT DR,0,119,25,330.5555556,AC,RUR,0,83,68.76
1214,GUINEVERE CT,100,198,30,660,AC,LOC,100,45.6,35.59
1215,GUINEVERE DR,100,272,30,906.6666667,AC,LOC,100,53.2,40.88
1217,GUINEVERE DR,100,531,30,1770,AC,LOC,100,59.9,47.58
1664,GUINEVERE DR,100,267,30,890,AC,LOC,100,66.1,53.36
1668,GUINEVERE DR,200,598,30,1993.333333,AC,LOC,100,74,60.36
1669,GUINEVERE DR,200,293,30,976.6666667,AC,LOC,100,70.3,57.26
683,HALL ST,100,258,30,860,AC,LOC,0,41.9,33.43
684,HALL ST,100,295,30,983.3333333,AC,LOC,0,77.4,63.16
2858,HANNAH CT,100,489,30,1630,AC,LOC,59.7,87.7,77.83
114,HANOVER ST,800,468,30,1560,AC,LOC,100,86.8,75.65
115,HANOVER ST,900,480,30,1600,AC,LOC,100,46.25,36.24
425,HANOVER ST,1000,476,30,1586.666667,AC,LOC,60.8,30.6,23.22
426,HANOVER ST,1100,482,30,1606.666667,AC,LOC,100,15.6,8.22
427,HANOVER ST,1200,479,30,1596.666667,AC,LOC,100,9.3,1.92
428,HANOVER ST,1300,493,30,1643.333333,AC,LOC,100,0,0
429,HANOVER ST,1400,483,30,1610,AC,LOC,82.2,0,0
430,HANOVER ST,1500,446,30,1486.666667,AC,LOC,0,0,0
93,HARCOURT ST,200,353,30,1176.666667,AC,LOC,0,62.3,49.98
94,HARCOURT ST,300,553,30,1843.333333,AC,LOC,69.8,16.7,9.32
95,HARCOURT ST,400,341,30,1136.666667,AC,LOC,89.1,27.4,20.02
96,HARCOURT ST,500,556,30,1853.333333,AC,LOC,100,21.6,14.22
670,HARCOURT ST,600,445,30,1483.333333,AC,LOC,45.8,43.1,33.86
100,HARMON ST,400,443,30,1476.666667,AC,LOC,100,29,21.62
156,HARMON ST,300,408,30,1360,AC,LOC,100,37.6,30.22
167,HARMON ST,500,430,30,1433.333333,AC,LOC,100,36.4,29.02
484,HARMON ST,200,334,30,1113.333333,AC,LOC,100,48.25,37.47
485,HARMON ST,100,432,30,1440,AC,LOC,100,44.4,35.16
